order_id,customer_id,order_time,country,device,source,payment_method,discount_pct,gross_revenue,discount_amount,net_revenue,order_lines,total_units,total_product_cost,gross_profit_before_discount,net_profit,net_margin
206,18921,2020-10-02 13:42:19,US,desktop,organic,card,0.00,121.81,0.00,121.81,2,3,85.20,36.61,36.61,0.300550
207,19602,2020-02-23 09:55:46,AU,desktop,direct,wallet,5.00,133.43,6.67,126.76,2,2,81.66,51.77,45.10,0.355790
208,17794,2024-04-23 07:49:39,AU,mobile,direct,card,5.00,211.86,10.59,201.27,3,5,150.47,61.39,50.80,0.252397
209,8090,2021-07-05 01:09:20,US,mobile,email,card,10.00,109.39,10.94,98.45,4,8,67.71,41.68,30.74,0.312240
210,11539,2025-02-20 22:56:02,BR,desktop,direct,card,0.00,132.92,0.00,132.92,2,2,88.53,44.39,44.39,0.333960
211,18382,2023-02-04 18:46:45,DE,mobile,social,card,15.00,416.06,62.41,353.65,3,5,278.34,137.72,75.31,0.212951
212,18754,2020-12-28 06:22:12,BR,desktop,referral,card,15.00,165.54,24.83,140.71,1,3,85.98,79.56,54.73,0.388956
213,12884,2023-04-18 19:21:42,IN,mobile,email,card,5.00,31.09,1.55,29.54,2,2,18.47,12.62,11.07,0.374746
214,11026,2024-07-18 22:45:55,BR,mobile,direct,card,5.00,31.93,1.60,30.33,1,1,17.30,14.63,13.03,0.429608
215,15510,2020-01-30 12:48:19,GB,mobile,social,card,5.00,220.35,11.02,209.33,2,3,140.10,80.25,69.23,0.330722
216,510,2021-09-30 09:51:13,CA,mobile,paid,cod,15.00,36.86,5.53,31.33,2,2,22.77,14.09,8.56,0.273221
217,19803,2024-12-21 09:09:02,JP,desktop,organic,card,0.00,12.64,0.00,12.64,1,1,7.36,5.28,5.28,0.417722
218,1013,2025-05-23 18:30:51,MX,mobile,organic,card,0.00,109.26,0.00,109.26,1,2,77.88,31.38,31.38,0.287205
219,16754,2021-10-09 00:05:25,GB,mobile,direct,card,0.00,117.78,0.00,117.78,3,6,68.16,49.62,49.62,0.421294
220,10528,2021-05-30 20:30:09,AU,tablet,email,paypal,20.00,17.83,3.57,14.26,1,1,14.11,3.72,0.15,0.010519
221,9207,2025-04-24 16:44:39,CA,desktop,organic,card,0.00,82.21,0.00,82.21,2,2,51.02,31.19,31.19,0.379394
222,12705,2023-10-10 23:54:41,BR,mobile,organic,card,0.00,168.25,0.00,168.25,3,5,96.00,72.25,72.25,0.429421
223,2760,2023-06-05 05:42:15,AU,mobile,direct,card,10.00,43.05,4.31,38.74,1,1,25.62,17.43,13.12,0.338668
224,19847,2020-02-05 03:34:21,DE,desktop,social,card,15.00,59.24,8.89,50.35,1,1,30.73,28.51,19.62,0.389672
225,902,2021-03-27 19:07:46,NL,desktop,organic,card,15.00,64.68,9.70,54.98,1,1,40.57,24.11,14.41,0.262095
226,4535,2023-10-04 03:11:36,GB,mobile,organic,card,0.00,228.52,0.00,228.52,2,2,154.60,73.92,73.92,0.323473
227,12636,2023-12-20 15:47:20,GB,mobile,social,cod,0.00,39.67,0.00,39.67,2,2,22.18,17.49,17.49,0.440887
228,12419,2023-08-03 05:23:52,DE,mobile,direct,paypal,15.00,330.44,49.57,280.87,3,5,197.53,132.91,83.34,0.296721
229,17789,2024-12-30 16:16:34,DE,mobile,direct,card,10.00,84.91,8.49,76.42,2,2,47.25,37.66,29.17,0.381706
230,8155,2021-01-09 17:53:44,BR,desktop,direct,card,0.00,28.98,0.00,28.98,1,1,17.99,10.99,10.99,0.379227
231,14464,2021-01-13 13:25:19,DE,desktop,organic,card,10.00,12.64,1.26,11.38,1,1,7.36,5.28,4.02,0.353251
232,9708,2022-07-01 05:16:18,ZA,tablet,social,card,0.00,80.86,0.00,80.86,2,2,48.59,32.27,32.27,0.399085
233,5385,2025-06-29 22:40:32,GB,desktop,email,card,0.00,25.66,0.00,25.66,2,5,15.75,9.91,9.91,0.386204
234,9340,2024-12-26 17:11:28,BR,mobile,social,card,5.00,8.15,0.41,7.74,1,1,6.11,2.04,1.63,0.210594
235,6103,2022-09-23 12:00:45,NL,desktop,organic,cod,5.00,197.17,9.86,187.31,2,2,116.94,80.23,70.37,0.375687
236,13949,2020-12-17 23:54:01,BR,desktop,direct,cod,5.00,200.25,10.01,190.24,3,5,113.84,86.41,76.40,0.401598
237,4867,2025-04-28 11:39:53,SE,desktop,paid,wallet,20.00,30.44,6.09,24.35,1,1,18.56,11.88,5.79,0.237782
238,6734,2021-06-22 01:21:50,US,desktop,direct,cod,15.00,200.66,30.10,170.56,2,5,143.64,57.02,26.92,0.157833
239,16522,2022-10-22 15:24:02,US,tablet,organic,card,20.00,26.35,5.27,21.08,1,1,16.75,9.60,4.33,0.205408
240,2800,2022-03-22 01:37:51,DE,desktop,organic,card,0.00,102.82,0.00,102.82,2,2,73.72,29.10,29.10,0.283019
241,16002,2020-11-21 20:38:42,PL,mobile,organic,card,15.00,92.29,13.84,78.45,2,2,69.02,23.27,9.43,0.120204
242,5224,2024-07-27 07:25:31,BR,desktop,organic,card,20.00,111.44,22.29,89.15,2,2,83.50,27.94,5.65,0.063376
243,1444,2020-11-21 08:37:53,SE,mobile,referral,wallet,0.00,132.52,0.00,132.52,2,3,74.63,57.89,57.89,0.436840
244,10252,2024-06-15 16:36:10,ES,desktop,organic,card,20.00,31.25,6.25,25.00,2,2,21.99,9.26,3.01,0.120400
245,3177,2025-03-06 00:01:16,IN,mobile,email,card,15.00,479.89,71.98,407.91,2,2,326.79,153.10,81.12,0.198867
246,11073,2022-04-09 19:56:36,MX,mobile,organic,card,0.00,96.42,0.00,96.42,2,4,55.82,40.60,40.60,0.421074
247,1115,2025-06-18 09:12:13,IN,mobile,direct,card,15.00,20.23,3.03,17.20,2,2,12.61,7.62,4.59,0.266860
248,1189,2020-12-14 18:28:08,NL,desktop,direct,cod,15.00,311.94,46.79,265.15,3,5,181.86,130.08,83.29,0.314124
249,5761,2021-10-20 21:20:21,CA,mobile,paid,card,20.00,70.83,14.17,56.66,3,3,43.14,27.69,13.52,0.238616
250,10502,2023-03-25 00:42:02,FR,mobile,direct,card,10.00,997.99,99.80,898.19,3,6,731.74,266.25,166.45,0.185317
251,11971,2025-02-09 19:18:30,GB,mobile,organic,card,10.00,38.18,3.82,34.36,1,1,20.70,17.48,13.66,0.397555
252,14132,2020-04-28 04:43:31,GB,desktop,organic,paypal,0.00,194.13,0.00,194.13,1,1,134.19,59.94,59.94,0.308762
253,9617,2025-08-05 13:12:50,ZA,desktop,organic,card,15.00,1237.93,185.69,1052.24,4,10,868.94,368.99,183.30,0.174200
254,3116,2022-09-22 23:03:51,FR,mobile,organic,card,10.00,33.80,3.38,30.42,1,1,24.75,9.05,5.67,0.186391
255,5754,2020-02-01 20:02:13,GB,mobile,organic,cod,20.00,292.30,58.46,233.84,2,5,228.20,64.10,5.64,0.024119
256,11816,2021-06-12 19:20:48,AE,mobile,organic,paypal,15.00,11.72,1.76,9.96,1,1,7.50,4.22,2.46,0.246988
257,4641,2024-03-16 21:01:35,SE,mobile,organic,card,10.00,45.85,4.58,41.27,1,1,25.00,20.85,16.27,0.394233
258,14395,2023-06-16 14:56:38,BR,mobile,organic,card,10.00,94.15,9.42,84.73,3,4,53.18,40.97,31.55,0.372359
259,7761,2020-01-14 05:28:45,US,desktop,direct,card,15.00,64.73,9.71,55.02,1,1,39.11,25.62,15.91,0.289168
260,4631,2021-04-16 13:34:26,SG,mobile,organic,card,0.00,760.25,0.00,760.25,3,6,406.29,353.96,353.96,0.465584
261,11826,2024-02-13 04:33:40,JP,mobile,direct,card,15.00,105.82,15.87,89.95,2,5,70.42,35.40,19.53,0.217121
262,6055,2024-11-11 18:37:23,IN,mobile,organic,card,15.00,32.54,4.88,27.66,1,1,20.60,11.94,7.06,0.255242
263,847,2022-01-05 03:03:42,ZA,mobile,email,card,5.00,61.51,3.08,58.43,1,1,39.95,21.56,18.48,0.316276
264,10715,2022-03-18 02:31:11,CA,desktop,direct,card,0.00,171.64,0.00,171.64,1,1,100.08,71.56,71.56,0.416919
265,12058,2024-06-26 03:54:11,US,tablet,direct,card,5.00,49.92,2.50,47.42,1,1,30.94,18.98,16.48,0.347533
266,8689,2023-10-29 11:10:51,SG,mobile,paid,card,20.00,233.63,46.73,186.90,2,2,175.81,57.82,11.09,0.059337
267,15127,2021-09-04 21:07:24,AU,mobile,paid,card,10.00,31.20,3.12,28.08,2,2,16.73,14.47,11.35,0.404202
268,17986,2020-12-25 00:44:15,US,mobile,organic,cod,5.00,45.70,2.29,43.41,1,1,23.53,22.17,19.88,0.457959
269,14283,2025-10-21 04:32:11,ES,mobile,organic,card,0.00,600.03,0.00,600.03,4,6,391.81,208.22,208.22,0.347016
270,12854,2023-04-06 02:24:05,NL,mobile,paid,wallet,20.00,761.24,152.25,608.99,2,6,555.84,205.40,53.15,0.087276
271,3879,2021-10-16 20:51:55,SE,desktop,direct,card,20.00,31.71,6.34,25.37,1,1,19.44,12.27,5.93,0.233741
272,4986,2023-04-05 01:54:04,SG,mobile,email,card,10.00,550.64,55.06,495.58,1,4,305.76,244.88,189.82,0.383026
273,19945,2020-12-11 06:43:18,IN,tablet,referral,card,10.00,202.67,20.27,182.40,3,3,121.65,81.02,60.75,0.333059
274,18940,2022-05-23 22:43:57,FR,mobile,organic,card,0.00,224.95,0.00,224.95,2,2,121.70,103.25,103.25,0.458991
275,17297,2023-03-24 00:53:16,CA,mobile,organic,card,20.00,101.54,20.31,81.23,1,1,65.51,36.03,15.72,0.193525
276,9833,2024-03-03 21:57:08,FR,desktop,direct,card,0.00,53.46,0.00,53.46,1,1,31.08,22.38,22.38,0.418631
277,7778,2024-10-05 09:26:19,SG,mobile,email,wallet,5.00,64.99,3.25,61.74,1,1,40.50,24.49,21.24,0.344023
278,173,2021-08-09 23:42:53,AU,mobile,paid,card,20.00,148.11,29.62,118.49,3,3,92.71,55.40,25.78,0.217571
279,2503,2021-09-20 07:17:56,US,mobile,direct,card,0.00,78.85,0.00,78.85,2,2,46.42,32.43,32.43,0.411287
280,4859,2024-05-20 17:37:19,BR,mobile,organic,card,20.00,282.65,56.53,226.12,1,1,193.26,89.39,32.86,0.145321
281,13066,2025-10-05 21:23:16,SG,desktop,direct,paypal,0.00,108.00,0.00,108.00,1,3,75.75,32.25,32.25,0.298611
282,8259,2025-07-19 12:35:06,BR,desktop,social,wallet,20.00,36.42,7.28,29.14,3,3,23.99,12.43,5.15,0.176733
283,18996,2021-01-17 06:10:06,US,mobile,paid,card,20.00,10.64,2.13,8.51,1,1,6.08,4.56,2.43,0.285546
284,9911,2020-08-03 02:22:51,FR,tablet,direct,card,0.00,126.96,0.00,126.96,2,2,85.36,41.60,41.60,0.327662
285,5950,2021-04-12 08:18:45,IN,mobile,direct,wallet,15.00,13.67,2.05,11.62,1,1,9.45,4.22,2.17,0.186747
286,878,2025-03-27 00:14:57,SE,mobile,social,card,5.00,189.68,9.48,180.20,1,4,141.64,48.04,38.56,0.213984
287,14110,2023-11-21 04:27:14,DE,tablet,direct,card,0.00,119.86,0.00,119.86,3,3,80.50,39.36,39.36,0.328383
288,7260,2024-01-18 23:59:26,MX,mobile,organic,card,0.00,42.11,0.00,42.11,1,1,31.39,10.72,10.72,0.254571
289,1363,2020-06-22 09:18:50,DE,desktop,organic,paypal,0.00,113.96,0.00,113.96,2,2,73.12,40.84,40.84,0.358371
290,12974,2022-12-19 13:37:25,DE,desktop,paid,card,0.00,232.41,0.00,232.41,2,2,147.11,85.30,85.30,0.367024
291,5271,2024-12-12 13:29:18,JP,desktop,email,card,0.00,73.54,0.00,73.54,2,2,43.16,30.38,30.38,0.413109
292,13701,2023-11-02 09:02:54,JP,mobile,paid,card,10.00,57.28,5.73,51.55,1,4,35.36,21.92,16.19,0.314064
293,12903,2023-01-20 03:26:57,JP,desktop,paid,card,0.00,119.88,0.00,119.88,2,2,67.61,52.27,52.27,0.436019
294,14538,2023-10-13 22:20:21,IN,tablet,email,card,10.00,31.18,3.12,28.06,2,2,24.87,6.31,3.19,0.113685
295,7675,2024-08-28 08:59:23,GB,desktop,organic,wallet,0.00,146.65,0.00,146.65,1,1,74.98,71.67,71.67,0.488715
296,18027,2023-05-16 22:35:06,NL,mobile,organic,card,20.00,17.26,3.45,13.81,1,1,9.98,7.28,3.83,0.277335
297,8791,2025-01-20 14:25:36,JP,desktop,email,card,0.00,313.38,0.00,313.38,1,2,235.62,77.76,77.76,0.248133
298,3205,2020-10-15 00:05:31,JP,mobile,direct,cod,0.00,175.09,0.00,175.09,3,3,123.61,51.48,51.48,0.294020
299,16983,2023-10-05 21:06:15,AU,mobile,direct,card,0.00,80.25,0.00,80.25,2,2,56.65,23.60,23.60,0.294081
300,320,2025-05-06 21:21:18,JP,mobile,direct,card,5.00,8.82,0.44,8.38,1,1,4.54,4.28,3.84,0.458234
301,15,2022-05-04 07:04:40,AU,mobile,direct,card,10.00,21.08,2.11,18.97,1,1,16.39,4.69,2.58,0.136004
302,13968,2023-02-18 01:04:59,DE,desktop,organic,card,0.00,58.76,0.00,58.76,2,2,33.81,24.95,24.95,0.424609
303,1634,2021-04-16 21:24:23,BR,mobile,organic,card,15.00,190.85,28.63,162.22,1,1,140.78,50.07,21.44,0.132166
304,12337,2023-08-24 03:43:51,GB,mobile,referral,card,0.00,77.58,0.00,77.58,1,1,43.98,33.60,33.60,0.433101
305,11242,2023-02-14 21:56:00,AU,mobile,email,card,0.00,389.52,0.00,389.52,3,5,264.13,125.39,125.39,0.321909
306,18044,2020-03-05 00:29:16,AE,desktop,direct,card,0.00,15.33,0.00,15.33,1,1,11.53,3.80,3.80,0.247880
307,14739,2020-02-01 15:57:59,MX,mobile,social,card,0.00,103.00,0.00,103.00,3,3,62.97,40.03,40.03,0.388641
308,4015,2023-05-19 13:40:06,SG,mobile,paid,card,5.00,48.73,2.44,46.29,2,2,32.86,15.87,13.43,0.290127
309,3894,2024-12-26 15:48:21,US,mobile,social,paypal,0.00,110.84,0.00,110.84,1,1,84.85,25.99,25.99,0.234482
310,14078,2024-06-29 04:43:41,JP,tablet,direct,paypal,0.00,173.24,0.00,173.24,2,2,104.98,68.26,68.26,0.394020
311,8392,2023-05-28 10:07:45,MX,desktop,organic,card,20.00,110.33,22.07,88.26,2,2,79.34,30.99,8.92,0.101065
312,12854,2021-06-21 10:34:20,NL,desktop,email,wallet,5.00,129.69,6.48,123.21,1,1,90.84,38.85,32.37,0.262722
313,2562,2022-01-27 13:24:52,US,desktop,organic,card,0.00,114.02,0.00,114.02,3,3,72.83,41.19,41.19,0.361252
314,3990,2021-05-20 06:54:52,US,mobile,organic,wallet,15.00,57.62,8.64,48.98,1,1,35.36,22.26,13.62,0.278073
315,7582,2022-01-20 10:47:17,US,mobile,direct,card,0.00,81.53,0.00,81.53,2,2,60.22,21.31,21.31,0.261376
316,14731,2021-07-18 12:17:08,FR,desktop,direct,wallet,0.00,176.36,0.00,176.36,4,4,108.10,68.26,68.26,0.387049
317,5736,2024-04-04 22:10:20,ES,mobile,direct,wallet,0.00,19.50,0.00,19.50,1,1,12.45,7.05,7.05,0.361538
318,2187,2023-12-12 14:47:54,NL,tablet,paid,card,15.00,193.41,29.01,164.40,2,5,116.62,76.79,47.78,0.290633
319,12661,2025-07-30 09:37:06,SG,mobile,organic,card,10.00,69.64,6.96,62.68,1,1,40.21,29.43,22.47,0.358488
320,18270,2020-11-10 21:43:16,ZA,mobile,organic,paypal,10.00,294.70,29.47,265.23,2,2,220.51,74.19,44.72,0.168608
321,5213,2022-05-18 20:06:19,GB,mobile,direct,card,5.00,200.11,10.01,190.10,2,4,138.11,62.00,51.99,0.273488
322,5493,2023-12-01 23:18:47,FR,mobile,paid,card,0.00,6.96,0.00,6.96,1,1,5.28,1.68,1.68,0.241379
323,15027,2025-10-24 21:58:08,US,tablet,organic,card,0.00,173.39,0.00,173.39,2,2,88.59,84.80,84.80,0.489071
324,6504,2024-04-20 02:52:12,GB,mobile,direct,card,15.00,38.71,5.81,32.90,1,1,25.83,12.88,7.07,0.214894
325,15984,2021-05-09 01:02:27,GB,tablet,organic,card,0.00,15.86,0.00,15.86,1,1,11.07,4.79,4.79,0.302018
326,9252,2021-09-18 05:59:18,BR,mobile,social,card,0.00,234.86,0.00,234.86,1,1,141.28,93.58,93.58,0.398450
327,14555,2025-06-11 18:32:38,CA,desktop,organic,paypal,20.00,176.35,35.27,141.08,3,3,115.38,60.97,25.70,0.182166
328,336,2020-06-13 23:43:19,SG,desktop,organic,card,20.00,248.57,49.71,198.86,1,1,178.30,70.27,20.56,0.103389
329,1650,2023-02-11 03:50:27,IN,mobile,organic,paypal,20.00,64.84,12.97,51.87,2,2,48.47,16.37,3.40,0.065548
330,4762,2022-07-22 16:25:05,US,desktop,email,card,5.00,30.10,1.51,28.59,1,1,16.15,13.95,12.44,0.435117
331,2468,2025-03-15 09:57:07,IN,mobile,direct,cod,20.00,546.63,109.33,437.30,4,9,378.92,167.71,58.38,0.133501
332,5126,2025-04-28 21:31:29,FR,mobile,organic,card,15.00,8.28,1.24,7.04,1,1,5.65,2.63,1.39,0.197443
333,19162,2025-09-23 22:00:36,IN,tablet,direct,card,0.00,682.02,0.00,682.02,2,3,396.32,285.70,285.70,0.418903
334,12449,2022-11-20 05:55:07,SE,mobile,organic,card,0.00,20.60,0.00,20.60,1,1,12.28,8.32,8.32,0.403883
335,10050,2025-10-23 23:56:56,US,mobile,referral,card,10.00,272.29,27.23,245.06,2,2,189.05,83.24,56.01,0.228556
336,8539,2025-09-03 04:59:26,AU,mobile,organic,wallet,5.00,6.96,0.35,6.61,1,1,5.28,1.68,1.33,0.201210
337,14219,2022-08-15 18:48:16,SE,mobile,organic,card,0.00,157.36,0.00,157.36,4,4,98.86,58.50,58.50,0.371759
338,13009,2022-07-26 23:54:02,ES,desktop,paid,card,10.00,139.35,13.93,125.42,4,4,88.21,51.14,37.21,0.296683
339,15825,2023-04-05 02:53:11,MX,mobile,paid,card,5.00,51.20,2.56,48.64,1,1,30.94,20.26,17.70,0.363898
340,7193,2021-03-28 05:53:35,US,mobile,organic,card,5.00,162.02,8.10,153.92,4,5,97.80,64.22,56.12,0.364605
341,6979,2021-10-28 02:14:54,PL,mobile,paid,card,10.00,145.27,14.53,130.74,3,5,96.51,48.76,34.23,0.261817
342,9230,2023-10-17 21:47:29,US,mobile,organic,card,5.00,78.23,3.91,74.32,2,5,44.58,33.65,29.74,0.400161
343,18040,2025-08-07 04:49:29,DE,mobile,organic,paypal,5.00,297.37,14.87,282.50,3,3,193.14,104.23,89.36,0.316319
344,6115,2020-12-26 11:20:23,GB,mobile,social,card,0.00,10.34,0.00,10.34,1,1,7.72,2.62,2.62,0.253385
345,18051,2024-12-09 01:08:25,ZA,mobile,social,card,10.00,30.13,3.01,27.12,1,1,16.43,13.70,10.69,0.394174
346,11669,2025-07-13 12:16:03,MX,tablet,social,paypal,20.00,71.39,14.28,57.11,2,2,44.55,26.84,12.56,0.219926
347,12462,2024-02-03 00:10:41,GB,mobile,organic,card,15.00,276.23,41.43,234.80,3,3,164.74,111.49,70.06,0.298382
348,13251,2022-02-11 23:46:54,GB,mobile,organic,card,0.00,107.68,0.00,107.68,3,3,81.07,26.61,26.61,0.247121
349,8405,2022-12-21 20:34:11,IN,tablet,organic,cod,0.00,19.76,0.00,19.76,1,1,14.64,5.12,5.12,0.259109
350,280,2025-05-25 14:02:04,US,mobile,social,card,0.00,44.18,0.00,44.18,1,1,33.72,10.46,10.46,0.236759
351,13210,2021-06-14 11:19:29,NL,mobile,direct,card,0.00,971.75,0.00,971.75,2,5,566.30,405.45,405.45,0.417237
352,8739,2020-10-08 11:30:52,FR,desktop,paid,card,15.00,121.78,18.27,103.51,2,4,92.95,28.83,10.56,0.102019
353,8665,2024-01-24 00:34:21,BR,desktop,social,card,20.00,103.13,20.63,82.50,2,2,54.74,48.39,27.76,0.336485
354,4482,2024-11-10 05:29:16,US,mobile,organic,card,15.00,191.80,28.77,163.03,2,2,117.03,74.77,46.00,0.282157
355,7721,2021-07-31 00:12:02,BR,desktop,direct,cod,0.00,117.64,0.00,117.64,2,2,80.57,37.07,37.07,0.315114
356,2733,2020-06-25 19:03:37,JP,desktop,email,card,20.00,29.92,5.98,23.94,2,2,18.29,11.63,5.65,0.236007
357,16028,2021-03-03 21:33:43,GB,desktop,referral,card,0.00,38.75,0.00,38.75,1,1,27.90,10.85,10.85,0.280000
358,14184,2022-02-22 18:12:59,AU,desktop,direct,card,0.00,96.81,0.00,96.81,2,2,64.98,31.83,31.83,0.328788
359,19590,2021-07-21 16:42:13,FR,mobile,organic,card,0.00,86.97,0.00,86.97,2,2,52.33,34.64,34.64,0.398298
360,4548,2020-11-19 12:05:53,SE,desktop,paid,wallet,0.00,175.24,0.00,175.24,2,3,127.87,47.37,47.37,0.270315
361,2354,2022-06-12 13:30:35,US,desktop,referral,card,10.00,384.84,38.48,346.36,1,4,306.32,78.52,40.04,0.115602
362,18358,2025-07-03 19:02:29,BR,mobile,paid,card,0.00,54.93,0.00,54.93,1,1,37.88,17.05,17.05,0.310395
363,6929,2022-06-01 05:03:13,FR,mobile,direct,card,10.00,17.19,1.72,15.47,1,1,12.06,5.13,3.41,0.220427
364,16278,2022-11-18 10:40:48,US,mobile,organic,card,5.00,137.04,6.85,130.19,2,2,83.57,53.47,46.62,0.358092
365,12662,2024-01-09 23:28:42,DE,desktop,referral,wallet,5.00,62.93,3.15,59.78,2,2,40.03,22.90,19.75,0.330378
366,15334,2025-10-09 17:19:24,FR,mobile,organic,card,0.00,406.96,0.00,406.96,3,3,285.81,121.15,121.15,0.297695
367,18092,2020-01-08 14:11:01,IN,desktop,paid,paypal,15.00,1046.62,156.99,889.63,3,8,775.57,271.05,114.06,0.128211
368,2811,2024-12-10 04:30:18,US,mobile,organic,card,15.00,490.98,73.65,417.33,3,5,295.31,195.67,122.02,0.292383
369,6192,2025-03-29 07:06:58,IN,desktop,email,card,15.00,219.41,32.91,186.50,2,2,168.36,51.05,18.14,0.097265
370,8402,2020-02-06 19:31:09,JP,mobile,direct,card,0.00,154.44,0.00,154.44,1,4,86.00,68.44,68.44,0.443149
371,1808,2025-10-28 18:57:45,DE,mobile,direct,card,15.00,114.54,17.18,97.36,1,1,89.68,24.86,7.68,0.078882
372,2558,2020-02-13 20:14:11,CA,mobile,organic,card,0.00,163.91,0.00,163.91,2,3,100.85,63.06,63.06,0.384723
373,6885,2023-02-04 02:10:24,AU,desktop,social,cod,5.00,325.78,16.29,309.49,2,5,174.18,151.60,135.31,0.437203
374,13157,2023-05-19 21:49:06,BR,tablet,organic,card,0.00,330.76,0.00,330.76,3,4,231.06,99.70,99.70,0.301427
375,12941,2025-08-13 17:36:24,US,mobile,organic,card,0.00,89.45,0.00,89.45,2,2,54.32,35.13,35.13,0.392733
376,314,2024-08-01 13:35:14,ES,desktop,organic,card,5.00,769.85,38.49,731.36,2,5,568.00,201.85,163.36,0.223365
377,4427,2024-06-01 17:49:23,DE,mobile,direct,paypal,15.00,113.73,17.06,96.67,3,3,77.28,36.45,19.39,0.200579
378,13881,2021-06-26 07:19:21,AU,mobile,social,paypal,5.00,427.58,21.38,406.20,2,4,316.08,111.50,90.12,0.221861
379,6868,2020-04-21 03:13:00,AU,mobile,organic,card,10.00,86.22,8.62,77.60,2,2,56.64,29.58,20.96,0.270103
380,19749,2025-08-19 12:33:47,FR,mobile,organic,card,10.00,55.77,5.58,50.19,1,3,41.97,13.80,8.22,0.163778
381,5902,2022-03-24 09:59:30,MX,mobile,referral,paypal,0.00,34.18,0.00,34.18,1,1,17.98,16.20,16.20,0.473961
382,19275,2024-11-07 23:39:30,US,desktop,organic,card,0.00,156.64,0.00,156.64,2,2,88.04,68.60,68.60,0.437947
383,9495,2024-09-13 15:59:54,DE,mobile,direct,card,5.00,129.43,6.47,122.96,3,3,83.75,45.68,39.21,0.318884
384,18772,2021-06-06 09:48:27,US,desktop,organic,paypal,0.00,131.87,0.00,131.87,4,4,79.23,52.64,52.64,0.399181
385,10841,2021-03-16 13:27:19,IN,desktop,organic,card,5.00,113.26,5.66,107.60,3,3,74.16,39.10,33.44,0.310781
386,15085,2022-09-14 16:10:26,GB,mobile,paid,card,20.00,312.24,62.45,249.79,2,5,175.02,137.22,74.77,0.299331
387,4209,2022-09-03 22:33:30,US,desktop,organic,card,20.00,159.66,31.93,127.73,1,2,109.80,49.86,17.93,0.140374
388,10395,2020-03-03 18:05:34,AU,desktop,organic,card,0.00,184.11,0.00,184.11,1,1,111.56,72.55,72.55,0.394058
389,11893,2020-10-23 16:37:32,US,mobile,email,paypal,0.00,34.33,0.00,34.33,1,1,21.24,13.09,13.09,0.381299
390,16237,2021-06-01 11:35:43,GB,desktop,social,paypal,10.00,279.78,27.98,251.80,3,3,189.36,90.42,62.44,0.247975
391,12731,2021-11-21 20:14:09,ES,mobile,organic,paypal,0.00,35.10,0.00,35.10,1,1,23.01,12.09,12.09,0.344444
392,3792,2025-07-23 08:52:03,FR,mobile,social,card,0.00,88.74,0.00,88.74,1,1,59.58,29.16,29.16,0.328600
393,8155,2025-06-12 11:03:11,BR,mobile,organic,card,5.00,39.60,1.98,37.62,1,1,22.98,16.62,14.64,0.389155
394,7259,2020-08-08 04:26:46,IN,desktop,organic,card,20.00,786.47,157.29,629.18,5,7,437.82,348.65,191.36,0.304142
395,14358,2025-07-22 19:19:45,BR,mobile,organic,card,20.00,32.05,6.41,25.64,1,1,20.75,11.30,4.89,0.190718
396,19447,2020-05-06 22:40:16,DE,mobile,organic,card,0.00,175.56,0.00,175.56,2,5,133.87,41.69,41.69,0.237469
397,11941,2021-02-05 07:42:52,DE,mobile,paid,card,20.00,105.15,21.03,84.12,2,2,78.23,26.92,5.89,0.070019
398,4354,2020-09-11 18:08:01,MX,mobile,organic,card,5.00,89.66,4.48,85.18,2,2,49.31,40.35,35.87,0.421108
399,18297,2020-02-21 13:50:10,AU,desktop,organic,card,15.00,24.28,3.64,20.64,1,1,13.19,11.09,7.45,0.360950
400,19298,2022-06-02 16:54:30,ES,mobile,direct,wallet,10.00,39.84,3.98,35.86,1,1,22.16,17.68,13.70,0.382041
401,2256,2020-07-08 19:14:20,JP,desktop,organic,card,0.00,102.87,0.00,102.87,3,5,61.27,41.60,41.60,0.404394
402,2766,2024-07-08 09:03:15,NL,mobile,organic,card,15.00,66.53,9.98,56.55,1,1,48.24,18.29,8.31,0.146950
403,17083,2022-06-12 17:20:53,US,mobile,organic,card,0.00,141.42,0.00,141.42,1,3,105.57,35.85,35.85,0.253500
404,14078,2025-02-06 21:37:42,JP,mobile,direct,card,0.00,118.73,0.00,118.73,1,1,77.94,40.79,40.79,0.343553
405,13055,2020-11-24 00:36:33,SE,desktop,email,card,0.00,253.20,0.00,253.20,1,1,166.53,86.67,86.67,0.342299
406,6184,2024-09-05 18:29:26,US,mobile,email,card,0.00,16.73,0.00,16.73,1,1,11.60,5.13,5.13,0.306635
407,9877,2020-05-21 12:02:14,US,desktop,direct,card,5.00,315.76,15.79,299.97,3,6,172.42,143.34,127.55,0.425209
408,3443,2022-04-11 09:18:23,DE,mobile,paid,card,0.00,85.53,0.00,85.53,2,2,60.57,24.96,24.96,0.291827
409,6005,2020-05-08 01:13:07,NL,tablet,organic,paypal,0.00,151.13,0.00,151.13,2,5,84.53,66.60,66.60,0.440680
410,1810,2021-05-27 12:13:10,ES,mobile,direct,card,5.00,96.90,4.84,92.06,2,2,75.67,21.23,16.39,0.178036
411,2339,2023-03-16 00:54:21,ES,desktop,direct,wallet,5.00,25.78,1.29,24.49,2,2,17.82,7.96,6.67,0.272356
412,6241,2020-04-01 12:20:36,GB,desktop,social,card,0.00,127.26,0.00,127.26,1,1,96.93,30.33,30.33,0.238331
